457	57758.897 us
458	57834.841 us
459	57818.217 us
460	58130.704 us
461	57747.241 us
462	57997.868 us
463	57868.373 us
464	57720.988 us
465	57846.483 us
466	57915.98 us
467	57991.703 us
468	58146.892 us
469	58037.470 us
470	57989.493 us
471	57855.780 us
472	57707.771 us
473	58031.721 us
474	58102.293 us
475	57928.387 us
476	57930.41 us
477	58005.594 us
478	57815.787 us
479	57967.111 us
480	57899.102 us
481	57992.952 us
482	57867.221 us
483	57870.650 us
484	58077.318 us
485	57770.283 us
486	57997.330 us
487	57829.654 us
488	57859.387 us
489	57964.404 us
490	57923.681 us
491	58078.335 us
492	57667.443 us
493	58132.823 us
494	57989.239 us
495	57813.105 us
496	57816.703 us
497	57879.445 us
498	57858.601 us
499	57958.901 us
