1  63723.3 62272.00 65284.00
2  97032 76644.00 103284.00
3  120037 70380.00 134052.00
4  133136 67332.00 156204.00
5  141843 65928.00 168656.00
6  148050 63024.00 185888.00
7  154858 61776.00 198888.00
8  161157 62760.00 213832.00
9  165530 65532.00 224036.00
10  160521 67328.00 208528.00
20  175185 64976.00 248584.00
30  179401 62024.00 272360.00
40  181004 63968.00 275408.00
60  183921 60596.00 295208.00
80  182622 63068.00 292464.00
100  181215 64168.00 283436.00
