1  63649 62300.00 65100.00
2  71696.2 68504.00 76816.00
3  81023.6 75976.00 86492.00
4  80084.1 76116.00 84724.00
5  86172.4 81924.00 91408.00
6  84210.8 79884.00 89416.00
7  89160.3 85220.00 93300.00
8  87352.8 83576.00 92276.00
9  87478.4 83748.00 93252.00
10  86878.3 81040.00 93644.00
20  92679.8 73720.00 105108.00
30  92064.9 69292.00 107904.00
40  91712.6 68452.00 112828.00
60  92391.6 68156.00 114628.00
80  94566.9 67996.00 119524.00
100  93742.9 70780.00 120848.00
