1 70
1 30
100 46
100 169
100 129
200 146
200 269
200 31
300 246
300 369
300 32
400 346
400 7
400 0
500 17
500 8
500 1
600 18
600 9
600 2
700 19
700 10
700 3
800 20
800 11
800 4
900 21
900 12
900 5
1001 23
1001 14
1001 7
1100 23
1100 18
1100 15
1100 14
1100 7
1100 30
1201 25
1201 119
1201 116
1201 16
1201 9
1201 54
1201 131
1300 25
1300 218
1300 92
1300 215
1300 16
1300 17
1300 9
1300 84
1300 153
1300 32
1401 27
1401 319
1401 84
1401 193
1401 316
1401 18
1401 118
1401 11
1401 185
1401 23
1401 1
1500 27
1500 22
1500 34
1500 183
1500 28
1500 19
1500 18
1500 52
1500 11
1500 20
1500 23
1500 1
1600 28
1600 23
1600 134
1600 52
1600 29
1600 20
1600 19
1600 20
1600 12
1600 21
1600 24
1600 2
1700 29
1700 24
1700 234
1700 20
1700 30
1700 21
1700 20
1700 21
1700 13
1700 22
1700 25
1700 3
1801 31
1801 26
1801 5
1801 22
1801 32
1801 23
1801 22
1801 23
1801 15
1801 24
1801 27
1801 5
1900 31
1900 26
1900 5
1900 22
1900 32
1900 23
1900 22
1900 23
1900 15
1900 24
1900 27
1900 5
2000 32
2000 27
2000 6
2000 23
2000 0
2000 24
2000 23
2000 24
2000 16
2000 25
2000 28
2000 6
2100 0
2100 28
2100 7
2100 24
2100 1
2100 25
2100 24
2100 25
2100 17
2100 26
2100 29
2100 7
2200 1
2200 29
2200 8
2200 25
2200 2
2200 26
2200 25
2200 26
2200 18
2200 27
2200 30
2200 8
2301 3
2301 31
2301 10
2301 27
2301 4
2301 28
2301 27
2301 28
2301 20
2301 29
2301 32
2301 10
2400 3
2400 31
2400 10
2400 27
2400 58
2400 4
2400 28
2400 27
2400 28
2400 20
2400 29
2400 32
2400 10
2500 4
2500 32
2500 11
2500 28
2500 158
2500 5
2500 29
2500 28
2500 29
2500 21
2500 30
2500 0
2500 11
2600 5
2600 0
2600 12
2600 29
2600 258
2600 6
2600 30
2600 29
2600 30
2600 22
2600 31
2600 1
2600 12
2700 6
2700 1
2700 13
2700 30
2700 28
2700 7
