pmu1 1441373682829 -59424
pmu11 1441373682829 -58901
pmu13 1441373682829 -59913
pmu15 1441373682829 -59904
pmu18 1441373682829 -59893
pmu7 1441373682829 -59895
pmu1 1441373682856 -59397
pmu11 1441373682856 -58874
pmu13 1441373682856 -59886
pmu15 1441373682856 -59877
pmu18 1441373682856 -59866
pmu7 1441373682856 -59868
pmu1 1441373682953 -59300
pmu11 1441373682953 -58777
pmu13 1441373682953 -59789
pmu15 1441373682953 -59780
pmu18 1441373682953 -59769
pmu7 1441373682953 -59771
pmu1 1441373683054 -59199
pmu11 1441373683054 -58676
pmu13 1441373683054 -59688
pmu15 1441373683054 -59679
pmu18 1441373683054 -59668
pmu7 1441373683054 -59670
pmu1 1441373683153 -59100
pmu11 1441373683153 -58577
pmu13 1441373683153 -59589
pmu15 1441373683153 -59580
pmu18 1441373683153 -59569
pmu7 1441373683153 -59571
pmu1 1441373683254 -58999
pmu11 1441373683254 -58476
pmu13 1441373683254 -59488
pmu15 1441373683254 -59479
pmu16 1441373683254 -59936
pmu17 1441373683254 -59930
pmu18 1441373683254 -59468
pmu2 1441373683254 -59919
pmu5 1441373683254 -59933
pmu7 1441373683254 -59470
pmu1 1441373683354 -58899
pmu11 1441373683354 -58376
pmu13 1441373683354 -59388
pmu15 1441373683354 -59379
pmu16 1441373683354 -59836
pmu17 1441373683354 -59830
pmu18 1441373683354 -59368
pmu2 1441373683354 -59819
pmu5 1441373683354 -59833
pmu6 1441373683354 -59903
pmu7 1441373683354 -59370
pmu1 1441373683453 -58800
pmu11 1441373683453 -58277
pmu13 1441373683453 -59289
pmu15 1441373683453 -59280
pmu16 1441373683453 -59737
pmu17 1441373683453 -59731
pmu18 1441373683453 -59269
pmu2 1441373683453 -59720
pmu5 1441373683453 -59734
pmu6 1441373683453 -59804
pmu7 1441373683453 -59271
pmu1 1441373683553 -58700
pmu11 1441373683553 -58177
pmu13 1441373683553 -59189
pmu15 1441373683553 -59180
pmu16 1441373683553 -59637
pmu17 1441373683553 -59631
pmu18 1441373683553 -59169
pmu2 1441373683553 -59620
pmu5 1441373683553 -59634
pmu6 1441373683553 -59704
pmu7 1441373683553 -59171
pmu1 1441373683653 -58600
pmu11 1441373683653 -58077
pmu13 1441373683653 -59089
pmu15 1441373683653 -59080
pmu16 1441373683653 -59537
pmu17 1441373683653 -59531
pmu18 1441373683653 -59069
pmu2 1441373683653 -59520
pmu5 1441373683653 -59534
pmu6 1441373683653 -59604
pmu7 1441373683653 -59071
pmu1 1441373683754 -58499
pmu11 1441373683754 -57976
pmu13 1441373683754 -58988
pmu15 1441373683754 -58979
pmu16 1441373683754 -59436
pmu17 1441373683754 -59430
pmu18 1441373683754 -58968
pmu2 1441373683754 -59419
pmu5 1441373683754 -59433
pmu6 1441373683754 -59503
pmu7 1441373683754 -58970
pmu1 1441373683853 -58400
pmu11 1441373683853 -57877
pmu13 1441373683853 -58889
pmu15 1441373683853 -58880
pmu16 1441373683853 -59337
pmu17 1441373683853 -59331
pmu18 1441373683853 -58869
pmu2 1441373683853 -59320
pmu5 1441373683853 -59334
pmu6 1441373683853 -59404
pmu7 1441373683853 -58871
pmu1 1441373683954 -58299
pmu11 1441373683954 -57776
pmu13 1441373683954 -58788
pmu15 1441373683954 -58779
pmu16 1441373683954 -59236
pmu17 1441373683954 -59230
pmu18 1441373683954 -58768
pmu2 1441373683954 -59219
pmu3 1441373683954 -59900
pmu5 1441373683954 -59233
pmu6 1441373683954 -59303
pmu7 1441373683954 -58770
pmu1 1441373684053 -58200
pmu11 1441373684053 -57677
pmu13 1441373684053 -58689
pmu15 1441373684053 -58680
pmu16 1441373684053 -59137
pmu17 1441373684053 -59131
pmu18 1441373684053 -58669
pmu2 1441373684053 -59120
pmu3 1441373684053 -59801
pmu5 1441373684053 -59134
pmu6 1441373684053 -59204
pmu7 1441373684053 -58671
pmu8 1441373684053 -59889
pmu1 1441373684153 -58100
pmu11 1441373684153 -57577
pmu13 1441373684153 -58589
pmu15 1441373684153 -58580
pmu16 1441373684153 -59037
pmu17 1441373684153 -59031
pmu18 1441373684153 -58569
pmu2 1441373684153 -59020
pmu3 1441373684153 -59701
pmu5 1441373684153 -59034
pmu6 1441373684153 -59104
pmu7 1441373684153 -58571
pmu8 1441373684153 -59789
pmu1 1441373684254 -57999
pmu11 1441373684254 -57476
pmu13 1441373684254 -58488
pmu15 1441373684254 -58479
pmu16 1441373684254 -58936
pmu17 1441373684254 -58930
pmu18 1441373684254 -58468
pmu2 1441373684254 -58919
pmu3 1441373684254 -59600
pmu5 1441373684254 -58933
pmu6 1441373684254 -59003
pmu7 1441373684254 -58470
pmu8 1441373684254 -59688
pmu1 1441373684354 -57899
pmu11 1441373684354 -57376
pmu13 1441373684354 -58388
pmu15 1441373684354 -58379
pmu16 1441373684354 -58836
pmu17 1441373684354 -58830
pmu18 1441373684354 -58368
pmu2 1441373684354 -58819
pmu3 1441373684354 -59500
pmu5 1441373684354 -58833
pmu6 1441373684354 -58903
pmu7 1441373684354 -58370
pmu8 1441373684354 -59588
pmu1 1441373684453 -57800
pmu10 1441373684453 -59942
pmu11 1441373684453 -57277
pmu13 1441373684453 -58289
pmu15 1441373684453 -58280
pmu16 1441373684453 -58737
pmu17 1441373684453 -58731
pmu18 1441373684453 -58269
pmu2 1441373684453 -58720
pmu3 1441373684453 -59401
pmu5 1441373684453 -58734
pmu6 1441373684453 -58804
pmu7 1441373684453 -58271
pmu8 1441373684453 -59489
pmu1 1441373684553 -57700
pmu10 1441373684553 -59842
pmu11 1441373684553 -57177
pmu13 1441373684553 -58189
pmu15 1441373684553 -58180
pmu16 1441373684553 -58637
pmu17 1441373684553 -58631
pmu18 1441373684553 -58169
pmu2 1441373684553 -58620
pmu20 1441373684553 -59903
pmu3 1441373684553 -59301
pmu5 1441373684553 -58634
pmu6 1441373684553 -58704
pmu7 1441373684553 -58171
pmu8 1441373684553 -59389
pmu1 1441373684654 -57599
pmu10 1441373684654 -59741
pmu11 1441373684654 -57076
pmu13 1441373684654 -58088
pmu15 1441373684654 -58079
pmu16 1441373684654 -58536
pmu17 1441373684654 -58530
pmu18 1441373684654 -58068
pmu2 1441373684654 -58519
pmu20 1441373684654 -59802
pmu3 1441373684654 -59200
pmu5 1441373684654 -58533
pmu6 1441373684654 -58603
pmu7 1441373684654 -58070
pmu8 1441373684654 -59288
pmu1 1441373684753 -57500
pmu10 1441373684753 -59642
pmu11 1441373684753 -56977
pmu13 1441373684753 -57989
pmu15 1441373684753 -57980
pmu16 1441373684753 -58437
pmu17 1441373684753 -58431
pmu18 1441373684753 -57969
pmu2 1441373684753 -58420
pmu20 1441373684753 -59703
pmu3 1441373684753 -59101
pmu5 1441373684753 -58434
pmu6 1441373684753 -58504
pmu7 1441373684753 -57971
pmu8 1441373684753 -59189
pmu1 1441373684853 -57400
pmu10 1441373684853 -59542
pmu11 1441373684853 -56877
pmu13 1441373684853 -57889
pmu15 1441373684853 -57880
pmu16 1441373684853 -58337
pmu17 1441373684853 -58331
pmu18 1441373684853 -57869
pmu2 1441373684853 -58320
pmu20 1441373684853 -59603
pmu3 1441373684853 -59001
pmu5 1441373684853 -58334
pmu6 1441373684853 -58404
pmu7 1441373684853 -57871
pmu8 1441373684853 -59089
pmu1 1441373684953 -57300
pmu10 1441373684953 -59442
pmu11 1441373684953 -56777
pmu13 1441373684953 -57789
pmu15 1441373684953 -57780
pmu16 1441373684953 -58237
pmu17 1441373684953 -58231
pmu18 1441373684953 -57769
pmu19 1441373684953 -59929
pmu2 1441373684953 -58220
pmu20 1441373684953 -59503
pmu3 1441373684953 -58901
pmu5 1441373684953 -58234
pmu6 1441373684953 -58304
pmu7 1441373684953 -57771
pmu8 1441373684953 -58989
pmu1 1441373685053 -57200
pmu10 1441373685053 -59342
pmu11 1441373685053 -56677
pmu13 1441373685053 -57689
pmu15 1441373685053 -57680
pmu16 1441373685053 -58137
pmu17 1441373685053 -58131
pmu18 1441373685053 -57669
pmu19 1441373685053 -59829
pmu2 1441373685053 -58120
pmu20 1441373685053 -59403
pmu3 1441373685053 -58801
pmu5 1441373685053 -58134
pmu6 1441373685053 -58204
pmu7 1441373685053 -57671
pmu8 1441373685053 -58889
pmu1 1441373685153 -57100
pmu10 1441373685153 -59242
pmu11 1441373685153 -56577
pmu13 1441373685153 -57589
pmu15 1441373685153 -57580
pmu16 1441373685153 -58037
pmu17 1441373685153 -58031
pmu18 1441373685153 -57569
pmu19 1441373685153 -59729
pmu2 1441373685153 -58020
pmu20 1441373685153 -59303
pmu3 1441373685153 -58701
pmu5 1441373685153 -58034
pmu6 1441373685153 -58104
pmu7 1441373685153 -57571
pmu8 1441373685153 -58789
pmu1 1441373685253 -57000
pmu10 1441373685253 -59142
pmu11 1441373685253 -56477
pmu13 1441373685253 -57489
pmu15 1441373685253 -57480
pmu16 1441373685253 -57937
pmu17 1441373685253 -57931
pmu18 1441373685253 -57469
pmu19 1441373685253 -59629
pmu2 1441373685253 -57920
pmu20 1441373685253 -59203
pmu3 1441373685253 -58601
pmu5 1441373685253 -57934
pmu6 1441373685253 -58004
pmu7 1441373685253 -57471
pmu8 1441373685253 -58689
pmu1 1441373685353 -56900
pmu10 1441373685353 -59042
pmu11 1441373685353 -56377
pmu13 1441373685353 -57389
pmu15 1441373685353 -57380
pmu16 1441373685353 -57837
pmu17 1441373685353 -57831
pmu18 1441373685353 -57369
pmu19 1441373685353 -59529
pmu2 1441373685353 -57820
pmu20 1441373685353 -59103
pmu3 1441373685353 -58501
pmu5 1441373685353 -57834
pmu6 1441373685353 -57904
pmu7 1441373685353 -57371
pmu8 1441373685353 -58589
pmu1 1441373685453 -56800
pmu10 1441373685453 -58942
pmu11 1441373685453 -56277
pmu13 1441373685453 -57289
pmu15 1441373685453 -57280
pmu16 1441373685453 -57737
pmu17 1441373685453 -57731
pmu18 1441373685453 -57269
pmu19 1441373685453 -59429
pmu2 1441373685453 -57720
pmu20 1441373685453 -59003
pmu3 1441373685453 -58401
pmu5 1441373685453 -57734
pmu6 1441373685453 -57804
pmu7 1441373685453 -57271
pmu8 1441373685453 -58489
pmu1 1441373685554 -56699
pmu10 1441373685554 -58841
pmu11 1441373685554 -56176
pmu13 1441373685554 -57188
pmu15 1441373685554 -57179
pmu16 1441373685554 -57636
pmu17 1441373685554 -57630
pmu18 1441373685554 -57168
pmu19 1441373685554 -59328
pmu2 1441373685554 -57619
pmu20 1441373685554 -58902
pmu3 1441373685554 -58300
pmu5 1441373685554 -57633
pmu6 1441373685554 -57703
pmu7 1441373685554 -57170
pmu8 1441373685554 -58388
pmu1 1441373685654 -56599
pmu10 1441373685654 -58741
pmu11 1441373685654 -56076
pmu13 1441373685654 -57088
pmu15 1441373685654 -57079
pmu16 1441373685654 -57536
pmu17 1441373685654 -57530
pmu18 1441373685654 -57068
pmu19 1441373685654 -59228
pmu2 1441373685654 -57519
pmu20 1441373685654 -58802
pmu3 1441373685654 -58200
pmu5 1441373685654 -57533
pmu6 1441373685654 -57603
pmu7 1441373685654 -57070
pmu8 1441373685654 -58288
pmu1 1441373685753 -56500
pmu10 1441373685753 -58642
pmu11 1441373685753 -55977
pmu13 1441373685753 -56989
pmu15 1441373685753 -56980
pmu16 1441373685753 -57437
pmu17 1441373685753 -57431
pmu18 1441373685753 -56969
pmu19 1441373685753 -59129
pmu2 1441373685753 -57420
pmu20 1441373685753 -58703
pmu3 1441373685753 -58101
pmu5 1441373685753 -57434
pmu6 1441373685753 -57504
pmu7 1441373685753 -56971
pmu8 1441373685753 -58189
pmu1 1441373685853 -56400
pmu10 1441373685853 -58542
pmu11 1441373685853 -55877
pmu13 1441373685853 -56889
pmu15 1441373685853 -56880
pmu16 1441373685853 -57337
pmu17 1441373685853 -57331
pmu18 1441373685853 -56869
pmu19 1441373685853 -59029
pmu2 1441373685853 -57320
pmu20 1441373685853 -58603
pmu3 1441373685853 -58001
pmu5 1441373685853 -57334
pmu6 1441373685853 -57404
pmu7 1441373685853 -56871
pmu8 1441373685853 -58089
pmu1 1441373685953 -56300
pmu10 1441373685953 -58442
pmu11 1441373685953 -55777
pmu13 1441373685953 -56789
pmu15 1441373685953 -56780
pmu16 1441373685953 -57237
pmu17 1441373685953 -57231
pmu18 1441373685953 -56769
pmu19 1441373685953 -58929
pmu2 1441373685953 -57220
pmu20 1441373685953 -58503
pmu3 1441373685953 -57901
pmu4 1441373685953 -59867
pmu5 1441373685953 -57234
pmu6 1441373685953 -57304
pmu7 1441373685953 -56771
pmu8 1441373685953 -57989
pmu1 1441373686053 -56200
pmu10 1441373686053 -58342
pmu11 1441373686053 -55677
pmu12 1441373686053 -59910
pmu13 1441373686053 -56689
pmu14 1441373686053 -59891
pmu15 1441373686053 -56680
pmu16 1441373686053 -57137
pmu17 1441373686053 -57131
pmu18 1441373686053 -56669
pmu19 1441373686053 -58829
pmu2 1441373686053 -57120
pmu20 1441373686053 -58403
pmu3 1441373686053 -57801
pmu4 1441373686053 -59767
pmu5 1441373686053 -57134
pmu6 1441373686053 -57204
pmu7 1441373686053 -56671
pmu8 1441373686053 -57889
pmu9 1441373686053 -59918
pmu1 1441373686158 -56095
pmu10 1441373686158 -58237
pmu11 1441373686158 -55572
pmu12 1441373686158 -59805
pmu13 1441373686158 -56584
pmu14 1441373686158 -59786
pmu15 1441373686158 -56575
pmu16 1441373686158 -57032
pmu17 1441373686158 -57026
pmu18 1441373686158 -56564
pmu19 1441373686158 -58724
pmu2 1441373686158 -57015
pmu20 1441373686158 -58298
pmu3 1441373686158 -57696
pmu4 1441373686158 -59662
pmu5 1441373686158 -57029
pmu6 1441373686158 -57099
pmu7 1441373686158 -56566
pmu8 1441373686158 -57784
pmu9 1441373686158 -59813
pmu1 1441373686254 -55999
pmu10 1441373686254 -58141
pmu11 1441373686254 -55476
pmu12 1441373686254 -59709
pmu13 1441373686254 -56488
pmu14 1441373686254 -59690
pmu15 1441373686254 -56479
pmu16 1441373686254 -56936
pmu17 1441373686254 -56930
pmu18 1441373686254 -56468
pmu19 1441373686254 -58628
pmu2 1441373686254 -56919
pmu20 1441373686254 -58202
pmu3 1441373686254 -57600
pmu4 1441373686254 -59566
pmu5 1441373686254 -56933
pmu6 1441373686254 -57003
pmu7 1441373686254 -56470
pmu8 1441373686254 -57688
