1 -38890
101 -38790
202 -38689
301 -38590
301 -58901
401 -38490
401 -58801
502 -38389
502 -58700
603 -38288
603 -58599
603 -49893
701 -38190
701 -58501
701 -49795
802 -38089
802 -58400
802 -49694
902 -37989
902 -58300
902 -49594
1001 -30900
1001 -37890
1001 -58201
1001 -49495
1001 -38937
1102 -15889
1102 -30799
1102 -37789
1102 -27858
1102 -58100
1102 -49394
1102 -28849
1102 -38836
1201 -15790
1201 -30700
1201 -37690
1201 -27759
1201 -58001
1201 -49295
1201 -28750
1201 -38737
1301 -15690
1301 -30600
1301 -37590
1301 -27659
1301 -57901
1301 -49195
1301 -28650
1301 -38637
1402 -15589
1402 -30499
1402 -37489
1402 -27558
1402 -57800
1402 -49094
1402 -28549
1402 -38536
1502 -15489
1502 -30399
1502 -37389
1502 -27458
1502 -57700
1502 -48994
1502 -28449
1502 -38436
1602 -15389
1602 -30299
1602 -37289
1602 -27358
1602 -57600
1602 -48894
1602 -28349
1602 -38336
1701 -15290
1701 -30200
1701 -37190
1701 -27259
1701 -57501
1701 -48795
1701 -28250
1701 -38237
1801 -49946
1801 -15190
1801 -30100
1801 -37090
1801 -27159
1801 -57401
1801 -48695
1801 -28150
1801 -38137
1902 -49845
1902 -15089
1902 -29999
1902 -36989
1902 -27058
1902 -57300
1902 -48594
1902 -28049
1902 -38036
2003 -49744
2003 -14988
2003 -29898
2003 -36888
2003 -26957
2003 -57199
2003 -48493
2003 -27948
2003 -37935
2101 -49646
2101 -14890
2101 -29800
2101 -36790
2101 -26859
2101 -57101
2101 -48395
2101 -27850
2101 -37837
2202 -49545
2202 -14789
2202 -29699
2202 -36689
2202 -26758
2202 -57000
2202 -48294
2202 -27749
2202 -37736
2301 -49446
2301 -14690
2301 -29600
2301 -36590
2301 -50923
2301 -26659
2301 -56901
2301 -48195
2301 -27650
2301 -37637
2401 -49346
2401 -14590
2401 -29500
2401 -36490
2401 -50823
2401 -26559
2401 -56801
2401 -35887
2401 -48095
2401 -27550
2401 -37537
2502 -49245
2502 -14489
2502 -29399
2502 -36389
2502 -50722
2502 -36896
2502 -26458
2502 -56700
2502 -35786
2502 -47994
2502 -27449
2502 -37436
2601 -49146
2601 -14390
2601 -29300
2601 -36290
2601 -50623
2601 -36797
2601 -26359
2601 -56601
2601 -35687
2601 -47895
2601 -27350
2601 -37337
2701 -49046
2701 -14290
2701 -29200
2701 -36190
2701 -50523
2701 -36697
2701 -26259
2701 -56501
2701 -35587
2701 -47795
2701 -27250
2701 -37237
2802 -48945
2802 -14189
2802 -29099
2802 -36089
2802 -50422
2802 -36596
2802 -26158
2802 -56400
2802 -35486
2802 -47694
2802 -27149
2802 -37136
2901 -48846
2901 -41847
2901 -14090
2901 -29000
2901 -35990
2901 -50323
2901 -36497
2901 -26059
2901 -56301
2901 -35387
2901 -47595
2901 -27050
2901 -37037
3001 -48746
3001 -41747
3001 -13990
3001 -28900
3001 -35890
3001 -50223
3001 -36397
3001 -25959
3001 -56201
3001 -35287
3001 -47495
3001 -26950
3001 -36937
3102 -48645
3102 -41646
3102 -13889
3102 -28799
3102 -35789
3102 -50122
3102 -36296
3102 -48880
3102 -25858
3102 -56100
3102 -35186
3102 -47394
3102 -26849
3102 -36836
3201 -48546
3201 -41547
3201 -13790
3201 -28700
3201 -35690
3201 -50023
3201 -36197
3201 -48781
3201 -25759
3201 -56001
3201 -35087
3201 -47295
3201 -26750
3201 -36737
3201 -39888
3302 -48445
3302 -41446
3302 -13689
3302 -28599
3302 -35589
3302 -49922
3302 -36096
3302 -48680
3302 -25658
3302 -55900
3302 -34986
3302 -47194
3302 -26649
3302 -36636
3302 -39787
3401 -48346
3401 -41347
3401 -13590
3401 -28500
3401 -35490
3401 -49823
3401 -35997
3401 -48581
3401 -25559
3401 -55801
3401 -34887
3401 -47095
3401 -26550
3401 -36537
3401 -39688
3505 -48242
3505 -41243
3505 -13486
3505 -28396
3505 -35386
3505 -49719
3505 -35893
3505 -48477
3505 -25455
3505 -55697
3505 -34783
3505 -46991
3505 -26446
3505 -36433
3505 -39584
3601 -48146
3601 -41147
3601 -13390
3601 -28300
3601 -35290
3601 -49623
3601 -35797
3601 -48381
3601 -25359
3601 -55601
3601 -34687
3601 -46895
3601 -26350
3601 -36337
3601 -39488
3702 -48045
3702 -41046
3702 -13289
3702 -28199
3702 -35189
3702 -49522
3702 -35696
3702 -48280
3702 -25258
3702 -55500
3702 -34586
3702 -25886
3702 -46794
3702 -26249
3702 -36236
3702 -39387
3802 -47945
3802 -40946
3802 -13189
3802 -28099
3802 -35089
3802 -49422
3802 -35596
3802 -48180
3802 -25158
3802 -55400
3802 -34486
3802 -25786
3802 -46694
3802 -26149
3802 -36136
3802 -39287
3902 -47845
3902 -40846
3902 -13089
3902 -27999
3902 -34989
3902 -49322
3902 -35496
3902 -48080
3902 -25058
3902 -55300
3902 -34386
3902 -25686
3902 -46594
3902 -26049
3902 -36036
3902 -39187
4001 -47746
4001 -40747
4001 -12851
4001 -12990
4001 -27900
4001 -34890
4001 -49223
4001 -35397
4001 -47981
4001 -24959
4001 -55201
4001 -34287
4001 -25587
4001 -46495
4001 -25950
4001 -35937
4001 -39088
4101 -47646
4101 -40647
4101 -12751
4101 -12890
4101 -27800
4101 -34790
4101 -49123
4101 -35297
4101 -47881
4101 -24859
4101 -55101
4101 -34187
4101 -25487
4101 -46395
4101 -25850
4101 -35837
4101 -38988
4201 -47546
4201 -40547
4201 -12651
4201 -12790
4201 -27700
4201 -34690
4201 -49023
4201 -35197
4201 -47781
4201 -24759
4201 -55001
4201 -34087
4201 -25387
4201 -46295
4201 -25750
4201 -35737
4201 -38888
4301 -47446
4301 -40447
4301 -12551
4301 -12690
4301 -27600
4301 -34590
4301 -48923
4301 -35097
4301 -47681
4301 -24659
4301 -54901
4301 -33987
4301 -25287
4301 -46195
4301 -25650
4301 -35637
4301 -38788
4402 -47345
4402 -40346
4402 -12450
4402 -12589
4402 -27499
4402 -34489
4402 -48822
4402 -34996
4402 -47580
4402 -24558
4402 -54800
4402 -33886
4402 -25186
4402 -46094
4402 -25549
4402 -35536
4402 -38687
4501 -47246
4501 -40247
4501 -12351
4501 -12490
4501 -27400
4501 -34390
4501 -48723
4501 -34897
4501 -47481
4501 -24459
4501 -54701
4501 -33787
4501 -25087
4501 -45995
4501 -25450
4501 -35437
4501 -38588
4602 -47145
4602 -40146
4602 -12250
4602 -12389
4602 -27299
4602 -34289
4602 -48622
4602 -34796
4602 -47380
4602 -24358
4602 -54600
4602 -33686
4602 -24986
4602 -45894
4602 -25349
4602 -35336
4602 -38487
4703 -47044
4703 -40045
4703 -12149
4703 -12288
4703 -27198
4703 -34188
4703 -48521
4703 -34695
4703 -47279
