1 -59424
1 -58901
1 -59913
1 -59904
1 -59893
1 -59895
28 -59397
28 -58874
28 -59886
28 -59877
28 -59866
28 -59868
125 -59300
125 -58777
125 -59789
125 -59780
125 -59769
125 -59771
226 -59199
226 -58676
226 -59688
226 -59679
226 -59668
226 -59670
325 -59100
325 -58577
325 -59589
325 -59580
325 -59569
325 -59571
426 -58999
426 -58476
426 -59488
426 -59479
426 -59936
426 -59930
426 -59468
426 -59919
426 -59933
426 -59470
526 -58899
526 -58376
526 -59388
526 -59379
526 -59836
526 -59830
526 -59368
526 -59819
526 -59833
526 -59903
526 -59370
625 -58800
625 -58277
625 -59289
625 -59280
625 -59737
625 -59731
625 -59269
625 -59720
625 -59734
625 -59804
625 -59271
725 -58700
725 -58177
725 -59189
725 -59180
725 -59637
725 -59631
725 -59169
725 -59620
725 -59634
725 -59704
725 -59171
825 -58600
825 -58077
825 -59089
825 -59080
825 -59537
825 -59531
825 -59069
825 -59520
825 -59534
825 -59604
825 -59071
926 -58499
926 -57976
926 -58988
926 -58979
926 -59436
926 -59430
926 -58968
926 -59419
926 -59433
926 -59503
926 -58970
1025 -58400
1025 -57877
1025 -58889
1025 -58880
1025 -59337
1025 -59331
1025 -58869
1025 -59320
1025 -59334
1025 -59404
1025 -58871
1126 -58299
1126 -57776
1126 -58788
1126 -58779
1126 -59236
1126 -59230
1126 -58768
1126 -59219
1126 -59900
1126 -59233
1126 -59303
1126 -58770
1225 -58200
1225 -57677
1225 -58689
1225 -58680
1225 -59137
1225 -59131
1225 -58669
1225 -59120
1225 -59801
1225 -59134
1225 -59204
1225 -58671
1225 -59889
1325 -58100
1325 -57577
1325 -58589
1325 -58580
1325 -59037
1325 -59031
1325 -58569
1325 -59020
1325 -59701
1325 -59034
1325 -59104
1325 -58571
1325 -59789
1426 -57999
1426 -57476
1426 -58488
1426 -58479
1426 -58936
1426 -58930
1426 -58468
1426 -58919
1426 -59600
1426 -58933
1426 -59003
1426 -58470
1426 -59688
1526 -57899
1526 -57376
1526 -58388
1526 -58379
1526 -58836
1526 -58830
1526 -58368
1526 -58819
1526 -59500
1526 -58833
1526 -58903
1526 -58370
1526 -59588
1625 -57800
1625 -59942
1625 -57277
1625 -58289
1625 -58280
1625 -58737
1625 -58731
1625 -58269
1625 -58720
1625 -59401
1625 -58734
1625 -58804
1625 -58271
1625 -59489
1725 -57700
1725 -59842
1725 -57177
1725 -58189
1725 -58180
1725 -58637
1725 -58631
1725 -58169
1725 -58620
1725 -59903
1725 -59301
1725 -58634
1725 -58704
1725 -58171
1725 -59389
1826 -57599
1826 -59741
1826 -57076
1826 -58088
1826 -58079
1826 -58536
1826 -58530
1826 -58068
1826 -58519
1826 -59802
1826 -59200
1826 -58533
1826 -58603
1826 -58070
1826 -59288
1925 -57500
1925 -59642
1925 -56977
1925 -57989
1925 -57980
1925 -58437
1925 -58431
1925 -57969
1925 -58420
1925 -59703
1925 -59101
1925 -58434
1925 -58504
1925 -57971
1925 -59189
2025 -57400
2025 -59542
2025 -56877
2025 -57889
2025 -57880
2025 -58337
2025 -58331
2025 -57869
2025 -58320
2025 -59603
2025 -59001
2025 -58334
2025 -58404
2025 -57871
2025 -59089
2125 -57300
2125 -59442
2125 -56777
2125 -57789
2125 -57780
2125 -58237
2125 -58231
2125 -57769
2125 -59929
2125 -58220
2125 -59503
2125 -58901
2125 -58234
2125 -58304
2125 -57771
2125 -58989
2225 -57200
2225 -59342
2225 -56677
2225 -57689
2225 -57680
2225 -58137
2225 -58131
2225 -57669
2225 -59829
2225 -58120
2225 -59403
2225 -58801
2225 -58134
2225 -58204
2225 -57671
2225 -58889
2325 -57100
2325 -59242
2325 -56577
2325 -57589
2325 -57580
2325 -58037
2325 -58031
2325 -57569
2325 -59729
2325 -58020
2325 -59303
2325 -58701
2325 -58034
2325 -58104
2325 -57571
2325 -58789
2425 -57000
2425 -59142
2425 -56477
2425 -57489
2425 -57480
2425 -57937
2425 -57931
2425 -57469
2425 -59629
2425 -57920
2425 -59203
2425 -58601
2425 -57934
2425 -58004
2425 -57471
2425 -58689
2525 -56900
2525 -59042
2525 -56377
2525 -57389
2525 -57380
2525 -57837
2525 -57831
2525 -57369
2525 -59529
2525 -57820
2525 -59103
2525 -58501
2525 -57834
2525 -57904
2525 -57371
2525 -58589
2625 -56800
2625 -58942
2625 -56277
2625 -57289
2625 -57280
2625 -57737
2625 -57731
2625 -57269
2625 -59429
2625 -57720
2625 -59003
2625 -58401
